1.00000E-02,0.00000E+00,0,0
2.60000E-01,5.09322E+00,0,0
5.10000E-01,6.14643E+00,0,0
7.60000E-01,6.77002E+00,0,0
1.01000E+00,7.21459E+00,0,0
1.26000E+00,7.56032E+00,0,0
1.51000E+00,7.84326E+00,0,0
1.76000E+00,8.08276E+00,0,0
2.01000E+00,8.29039E+00,0,0
2.26000E+00,8.47365E+00,0,0
2.51000E+00,8.63766E+00,0,0
2.76000E+00,8.78609E+00,0,0
3.01000E+00,8.92164E+00,0,0
3.26000E+00,9.04637E+00,0,0
3.51000E+00,9.16187E+00,0,0
3.76000E+00,9.26943E+00,0,0
4.01000E+00,9.37006E+00,0,0
4.26000E+00,9.46460E+00,0,0
4.51000E+00,9.55375E+00,0,0
4.76000E+00,9.63809E+00,0,0
5.01000E+00,9.71811E+00,0,0
5.26000E+00,9.79423E+00,0,0
5.51000E+00,9.86682E+00,0,0
5.76000E+00,9.93619E+00,0,0
6.01000E+00,1.00026E+01,0,0
6.26000E+00,1.00663E+01,0,0
6.51000E+00,1.01275E+01,0,0
6.76000E+00,1.01864E+01,0,0
7.01000E+00,1.02432E+01,0,0
7.26000E+00,1.02980E+01,0,0
7.51000E+00,1.03509E+01,0,0
7.76000E+00,1.04021E+01,0,0
8.01000E+00,1.04517E+01,0,0
8.26000E+00,1.04997E+01,0,0
8.51000E+00,1.05463E+01,0,0
8.76000E+00,1.05916E+01,0,0
9.01000E+00,1.06356E+01,0,0
9.26000E+00,1.06784E+01,0,0
9.51000E+00,1.07200E+01,0,0
9.76000E+00,1.07606E+01,0,0
1.00000E+01,1.07985E+01,0,0
1.10000E+01,1.09475E+01,0,0
1.20000E+01,1.10836E+01,0,0
1.30000E+01,1.12087E+01,0,0
1.40000E+01,1.13245E+01,0,0
1.50000E+01,1.14324E+01,0,0
1.60000E+01,1.15333E+01,0,0
1.70000E+01,1.16281E+01,0,0
1.80000E+01,1.17174E+01,0,0
1.90000E+01,1.18019E+01,0,0
2.00000E+01,1.18821E+01,0,0
2.10000E+01,1.19584E+01,0,0
2.20000E+01,1.20311E+01,0,0
2.30000E+01,1.21006E+01,0,0
2.40000E+01,1.21671E+01,0,0
2.50000E+01,1.22309E+01,0,0
2.60000E+01,1.22923E+01,0,0
2.70000E+01,1.23512E+01,0,0
2.80000E+01,1.24081E+01,0,0
2.90000E+01,1.24630E+01,0,0
3.00000E+01,1.25160E+01,0,0
3.10000E+01,1.25672E+01,0,0
3.20000E+01,1.26168E+01,0,0
3.30000E+01,1.26649E+01,0,0
3.40000E+01,1.27116E+01,0,0
3.50000E+01,1.27569E+01,0,0
3.60000E+01,1.28010E+01,0,0
3.70000E+01,1.28438E+01,0,0
3.80000E+01,1.28855E+01,0,0
3.90000E+01,1.29261E+01,0,0
4.00000E+01,1.29657E+01,0,0
4.10000E+01,1.30043E+01,0,0
4.20000E+01,1.30419E+01,0,0
4.30000E+01,1.30787E+01,0,0
4.40000E+01,1.31147E+01,0,0
4.50000E+01,1.31498E+01,0,0
4.60000E+01,1.31842E+01,0,0
4.70000E+01,1.32178E+01,0,0
4.80000E+01,1.32507E+01,0,0
4.90000E+01,1.32829E+01,0,0
5.00000E+01,1.33145E+01,0,0
5.10000E+01,1.33455E+01,0,0
5.20000E+01,1.33758E+01,0,0
5.30000E+01,1.34056E+01,0,0
5.40000E+01,1.34348E+01,0,0
5.50000E+01,1.34635E+01,0,0
5.60000E+01,1.34917E+01,0,0
5.70000E+01,1.35193E+01,0,0
5.80000E+01,1.35465E+01,0,0
5.90000E+01,1.35732E+01,0,0
6.00000E+01,1.35995E+01,0,0
6.10000E+01,1.36254E+01,0,0
6.20000E+01,1.36508E+01,0,0
6.30000E+01,1.36758E+01,0,0
6.40000E+01,1.37004E+01,0,0
6.50000E+01,1.37246E+01,0,0
6.60000E+01,1.37485E+01,0,0
6.70000E+01,1.37720E+01,0,0
6.80000E+01,1.37952E+01,0,0
6.90000E+01,1.38180E+01,0,0
7.00000E+01,1.38405E+01,0,0
7.10000E+01,1.38627E+01,0,0
7.20000E+01,1.38845E+01,0,0
7.30000E+01,1.39061E+01,0,0
7.40000E+01,1.39274E+01,0,0
7.50000E+01,1.39483E+01,0,0
7.60000E+01,1.39691E+01,0,0
7.70000E+01,1.39895E+01,0,0
7.80000E+01,1.40097E+01,0,0
7.90000E+01,1.40296E+01,0,0
8.00000E+01,1.40492E+01,0,0
8.10000E+01,1.40687E+01,0,0
8.20000E+01,1.40878E+01,0,0
8.30000E+01,1.41068E+01,0,0
8.40000E+01,1.41255E+01,0,0
8.50000E+01,1.41440E+01,0,0
8.60000E+01,1.41623E+01,0,0
8.70000E+01,1.41804E+01,0,0
8.80000E+01,1.41982E+01,0,0
8.90000E+01,1.42159E+01,0,0
9.00000E+01,1.42334E+01,0,0
9.10000E+01,1.42506E+01,0,0
9.20000E+01,1.42677E+01,0,0
9.30000E+01,1.42846E+01,0,0
9.40000E+01,1.43013E+01,0,0
9.50000E+01,1.43179E+01,0,0
9.60000E+01,1.43342E+01,0,0
9.70000E+01,1.43504E+01,0,0
9.80000E+01,1.43665E+01,0,0
9.90000E+01,1.43824E+01,0,0
1.00000E+02,1.43981E+01,0,0
1.01000E+02,1.44136E+01,0,0
1.02000E+02,1.44290E+01,0,0
1.03000E+02,1.44443E+01,0,0
1.04000E+02,1.44594E+01,0,0
1.05000E+02,1.44743E+01,0,0
1.06000E+02,1.44892E+01,0,0
1.07000E+02,1.45038E+01,0,0
1.08000E+02,1.45184E+01,0,0
1.09000E+02,1.45328E+01,0,0
1.10000E+02,1.45471E+01,0,0
1.11000E+02,1.45612E+01,0,0
1.12000E+02,1.45752E+01,0,0
1.13000E+02,1.45891E+01,0,0
1.14000E+02,1.46029E+01,0,0
1.15000E+02,1.46165E+01,0,0
1.16000E+02,1.46301E+01,0,0
1.17000E+02,1.46435E+01,0,0
1.18000E+02,1.46568E+01,0,0
1.19000E+02,1.46700E+01,0,0
1.20000E+02,1.46831E+01,0,0
1.21000E+02,1.46961E+01,0,0
1.22000E+02,1.47089E+01,0,0
1.23000E+02,1.47217E+01,0,0
1.24000E+02,1.47343E+01,0,0
1.25000E+02,1.47469E+01,0,0
1.26000E+02,1.47593E+01,0,0
1.27000E+02,1.47717E+01,0,0
1.28000E+02,1.47840E+01,0,0
1.29000E+02,1.47961E+01,0,0
1.30000E+02,1.48082E+01,0,0
1.31000E+02,1.48202E+01,0,0
1.32000E+02,1.48321E+01,0,0
1.33000E+02,1.48439E+01,0,0
1.34000E+02,1.48556E+01,0,0
1.35000E+02,1.48672E+01,0,0
1.36000E+02,1.48787E+01,0,0
1.37000E+02,1.48902E+01,0,0
1.38000E+02,1.49016E+01,0,0
1.39000E+02,1.49128E+01,0,0
1.40000E+02,1.49241E+01,0,0
1.41000E+02,1.49352E+01,0,0
1.42000E+02,1.49462E+01,0,0
1.43000E+02,1.49572E+01,0,0
1.44000E+02,1.49681E+01,0,0
1.45000E+02,1.49789E+01,0,0
1.46000E+02,1.49897E+01,0,0
1.47000E+02,1.50003E+01,0,0
1.48000E+02,1.50109E+01,0,0
1.49000E+02,1.50215E+01,0,0
1.50000E+02,1.50319E+01,0,0
1.51000E+02,1.50423E+01,0,0
1.52000E+02,1.50526E+01,0,0
1.53000E+02,1.50629E+01,0,0
1.54000E+02,1.50730E+01,0,0
1.55000E+02,1.50832E+01,0,0
1.56000E+02,1.50932E+01,0,0
1.57000E+02,1.51032E+01,0,0
1.58000E+02,1.51131E+01,0,0
1.59000E+02,1.51230E+01,0,0
1.60000E+02,1.51328E+01,0,0
1.61000E+02,1.51425E+01,0,0
1.62000E+02,1.51522E+01,0,0
1.63000E+02,1.51618E+01,0,0
1.64000E+02,1.51714E+01,0,0
1.65000E+02,1.51809E+01,0,0
1.66000E+02,1.51903E+01,0,0
1.67000E+02,1.51997E+01,0,0
1.68000E+02,1.52091E+01,0,0
1.69000E+02,1.52183E+01,0,0
1.70000E+02,1.52276E+01,0,0
1.71000E+02,1.52367E+01,0,0
1.72000E+02,1.52459E+01,0,0
1.73000E+02,1.52549E+01,0,0
1.74000E+02,1.52639E+01,0,0
1.75000E+02,1.52729E+01,0,0
1.76000E+02,1.52818E+01,0,0
1.77000E+02,1.52906E+01,0,0
1.78000E+02,1.52995E+01,0,0
1.79000E+02,1.53082E+01,0,0
1.80000E+02,1.53169E+01,0,0
1.81000E+02,1.53256E+01,0,0
1.82000E+02,1.53342E+01,0,0
1.83000E+02,1.53428E+01,0,0
1.84000E+02,1.53513E+01,0,0
1.85000E+02,1.53598E+01,0,0
