(-148.88  18.28   2.00)
( -7.31  59.55   2.00)
(  7.31  59.55   2.00)
( 88.60 131.78   2.00)
(103.22  12.67   2.00)
(117.85 106.43   2.00)
(257.11 162.55   2.00)
(272.95  33.51   2.00)
(288.79  95.52   2.00)
(455.70 227.23   2.00)
(595.53  73.12   2.00)
(497.14 110.24   2.00)
