(-147.72  26.05   2.00)
(-10.42  59.09   2.00)
( 10.42  59.09   2.00)
( 81.58 136.24   2.00)
(102.42  18.06   2.00)
(123.26 100.12   2.00)
(248.25 175.78   2.00)
(270.82  47.75   2.00)
(293.40  80.27   2.00)
(443.19 250.77   2.00)
(590.88 104.19   2.00)
(502.23  84.07   2.00)
