# Residuals  
# Time       	p_rgh        	Ux           	Uy           	Uz           	SF6          
30.9         	4.066250e-02	1.576400e-06	1.554350e-04	5.801810e-04	2.725120e-04
31           	4.067870e-02	1.563350e-06	1.555920e-04	5.780950e-04	2.707690e-04
31.1         	4.067180e-02	1.571000e-06	1.555490e-04	5.774450e-04	2.713730e-04
31.2         	4.067700e-02	1.566090e-06	1.555940e-04	5.782280e-04	2.716560e-04
31.3         	4.067450e-02	1.567720e-06	1.554520e-04	5.769640e-04	2.710760e-04
31.4         	4.067760e-02	1.568250e-06	1.556570e-04	5.802460e-04	2.738850e-04
31.5         	4.066890e-02	1.567510e-06	1.552030e-04	5.750910e-04	2.715830e-04
31.6         	4.068230e-02	1.561070e-06	1.555240e-04	5.754550e-04	2.723750e-04
31.7         	4.066810e-02	1.567200e-06	1.552010e-04	5.770500e-04	2.718670e-04
31.8         	4.067290e-02	1.562520e-06	1.556660e-04	5.775930e-04	2.716260e-04
31.9         	4.067090e-02	1.566310e-06	1.552920e-04	5.755010e-04	2.707360e-04
32           	4.067730e-02	1.567120e-06	1.557960e-04	5.807950e-04	2.709190e-04
32.1         	4.066550e-02	1.566120e-06	1.553440e-04	5.760330e-04	2.722630e-04
32.2         	4.067460e-02	1.565060e-06	1.555940e-04	5.797780e-04	2.716320e-04
32.3         	4.066850e-02	1.563640e-06	1.551180e-04	5.732270e-04	2.697710e-04
32.4         	4.066760e-02	1.563870e-06	1.556810e-04	5.803980e-04	2.700930e-04
32.5         	4.066710e-02	1.573180e-06	1.553240e-04	5.798470e-04	2.712580e-04
32.6         	4.067740e-02	1.565380e-06	1.556990e-04	5.814350e-04	2.708220e-04
32.7         	4.066280e-02	1.559940e-06	1.548960e-04	5.737950e-04	2.700260e-04
32.8         	4.068110e-02	1.567050e-06	1.558880e-04	5.835450e-04	2.706540e-04
32.9         	4.066710e-02	1.568750e-06	1.552220e-04	5.790770e-04	2.692400e-04
33           	4.067970e-02	1.566340e-06	1.559160e-04	5.828370e-04	2.741610e-04
33.1         	4.067430e-02	1.566120e-06	1.551310e-04	5.761570e-04	2.711000e-04
33.2         	4.067510e-02	1.566260e-06	1.556670e-04	5.831210e-04	2.721560e-04
33.3         	4.065820e-02	1.564350e-06	1.551430e-04	5.766460e-04	2.688190e-04
33.4         	4.067320e-02	1.561330e-06	1.556520e-04	5.810100e-04	2.696210e-04
33.5         	4.066660e-02	1.565790e-06	1.553570e-04	5.763100e-04	2.704940e-04
33.6         	4.067390e-02	1.567160e-06	1.558430e-04	5.831800e-04	2.721070e-04
33.7         	4.066740e-02	1.569490e-06	1.553880e-04	5.796820e-04	2.722040e-04
33.8         	4.067280e-02	1.563180e-06	1.556790e-04	5.811840e-04	2.703570e-04
33.9         	4.066120e-02	1.567620e-06	1.552690e-04	5.788930e-04	2.698000e-04
34           	4.067360e-02	1.569700e-06	1.560780e-04	5.881920e-04	2.731740e-04
34.1         	4.067160e-02	1.560990e-06	1.552300e-04	5.745470e-04	2.695320e-04
34.2         	4.067650e-02	1.560850e-06	1.558360e-04	5.792960e-04	2.725940e-04
34.3         	4.067140e-02	1.566450e-06	1.552240e-04	5.762350e-04	2.701690e-04
34.4         	4.067490e-02	1.560120e-06	1.556740e-04	5.812430e-04	2.714770e-04
34.5         	4.067490e-02	1.565690e-06	1.553960e-04	5.792180e-04	2.717270e-04
34.6         	4.067480e-02	1.565340e-06	1.559450e-04	5.839910e-04	2.733810e-04
34.7         	4.066170e-02	1.561780e-06	1.551360e-04	5.765060e-04	2.716340e-04
34.8         	4.067440e-02	1.563840e-06	1.558580e-04	5.824970e-04	2.707350e-04
34.9         	4.067120e-02	1.561740e-06	1.552600e-04	5.764840e-04	2.708010e-04
35           	4.067250e-02	1.560930e-06	1.557150e-04	5.799560e-04	2.719960e-04
35.1         	4.066790e-02	1.564350e-06	1.553650e-04	5.786080e-04	2.711240e-04
35.2         	4.066770e-02	1.564090e-06	1.558280e-04	5.852670e-04	2.714590e-04
35.3         	4.067000e-02	1.562140e-06	1.550810e-04	5.759190e-04	2.695520e-04
35.4         	4.067320e-02	1.556760e-06	1.557190e-04	5.783190e-04	2.715190e-04
35.5         	4.067120e-02	1.557610e-06	1.552450e-04	5.742020e-04	2.702380e-04
35.6         	4.067250e-02	1.565770e-06	1.558730e-04	5.842120e-04	2.728070e-04
35.7         	4.066260e-02	1.555320e-06	1.551110e-04	5.732840e-04	2.682040e-04
35.8         	4.067720e-02	1.562370e-06	1.557800e-04	5.823030e-04	2.704630e-04
35.9         	4.066840e-02	1.558040e-06	1.551400e-04	5.740510e-04	2.682840e-04
36           	4.067710e-02	1.564690e-06	1.558530e-04	5.829500e-04	2.712340e-04
36.1         	4.066650e-02	1.563700e-06	1.553600e-04	5.782220e-04	2.692490e-04
36.2         	4.067480e-02	1.559640e-06	1.556150e-04	5.803330e-04	2.701590e-04
36.3         	4.066970e-02	1.560600e-06	1.552640e-04	5.783220e-04	2.705310e-04
36.4         	4.068280e-02	1.557430e-06	1.556050e-04	5.791880e-04	2.716180e-04
36.5         	4.066750e-02	1.564090e-06	1.553570e-04	5.765830e-04	2.717660e-04
36.6         	4.067460e-02	1.561700e-06	1.560060e-04	5.847630e-04	2.711800e-04
36.7         	4.067300e-02	1.561270e-06	1.552690e-04	5.758120e-04	2.696120e-04
36.8         	4.067380e-02	1.556580e-06	1.556430e-04	5.785820e-04	2.728260e-04
36.9         	4.066630e-02	1.564360e-06	1.554240e-04	5.815610e-04	2.707180e-04
37           	4.067710e-02	1.561060e-06	1.555480e-04	5.821250e-04	2.714710e-04
37.1         	4.066510e-02	1.560530e-06	1.550960e-04	5.771780e-04	2.707500e-04
37.2         	4.067670e-02	1.558290e-06	1.558100e-04	5.800260e-04	2.713920e-04
37.3         	4.067460e-02	1.558880e-06	1.553160e-04	5.756030e-04	2.712040e-04
37.4         	4.067550e-02	1.557830e-06	1.554640e-04	5.777840e-04	2.722000e-04
37.5         	4.067000e-02	1.555270e-06	1.553050e-04	5.737610e-04	2.693620e-04
37.6         	4.067910e-02	1.555550e-06	1.557590e-04	5.806270e-04	2.712510e-04
37.7         	4.067140e-02	1.560890e-06	1.553670e-04	5.762780e-04	2.703040e-04
37.8         	4.067500e-02	1.559640e-06	1.555730e-04	5.819160e-04	2.715110e-04
37.9         	4.066760e-02	1.560580e-06	1.552550e-04	5.771390e-04	2.699560e-04
38           	4.066830e-02	1.557980e-06	1.556190e-04	5.811910e-04	2.711570e-04
38.1         	4.065680e-02	1.562760e-06	1.553240e-04	5.800870e-04	2.704180e-04
38.2         	4.067610e-02	1.554050e-06	1.554830e-04	5.791320e-04	2.701830e-04
38.3         	4.066830e-02	1.560810e-06	1.553910e-04	5.795980e-04	2.703570e-04
38.4         	4.067790e-02	1.559590e-06	1.557550e-04	5.804000e-04	2.729830e-04
38.5         	4.067040e-02	1.562350e-06	1.552060e-04	5.776660e-04	2.712400e-04
38.6         	4.067430e-02	1.557770e-06	1.556740e-04	5.825000e-04	2.717980e-04
38.7         	4.066240e-02	1.558690e-06	1.552590e-04	5.796630e-04	2.719720e-04
38.8         	4.067270e-02	1.556220e-06	1.556400e-04	5.817470e-04	2.729080e-04
38.9         	4.066920e-02	1.558370e-06	1.554170e-04	5.768620e-04	2.703780e-04
39           	4.067530e-02	1.554270e-06	1.556850e-04	5.799220e-04	2.701970e-04
39.1         	4.066800e-02	1.560870e-06	1.550920e-04	5.791590e-04	2.709100e-04
39.2         	4.067470e-02	1.554720e-06	1.555980e-04	5.810420e-04	2.704510e-04
39.3         	4.067550e-02	1.560290e-06	1.552690e-04	5.771840e-04	2.702720e-04
39.4         	4.067890e-02	1.557640e-06	1.556890e-04	5.819900e-04	2.728120e-04
39.5         	4.066610e-02	1.556330e-06	1.551870e-04	5.751740e-04	2.679280e-04
39.6         	4.067300e-02	1.556870e-06	1.555950e-04	5.816600e-04	2.700470e-04
39.7         	4.068000e-02	1.559680e-06	1.553040e-04	5.773680e-04	2.696240e-04
39.8         	4.067450e-02	1.559840e-06	1.558500e-04	5.844050e-04	2.718880e-04
39.9         	4.066900e-02	1.558610e-06	1.553400e-04	5.767740e-04	2.685450e-04
40           	4.067260e-02	1.554250e-06	1.555410e-04	5.812070e-04	2.696790e-04
40.1         	4.066610e-02	1.560910e-06	1.553510e-04	5.776420e-04	2.710480e-04
40.2         	4.067280e-02	1.556660e-06	1.558560e-04	5.804540e-04	2.702720e-04
40.3         	4.067030e-02	1.559180e-06	1.553130e-04	5.773070e-04	2.697230e-04
40.4         	4.067020e-02	1.552560e-06	1.556240e-04	5.783120e-04	2.702700e-04
40.5         	4.066230e-02	1.558280e-06	1.552390e-04	5.766440e-04	2.688470e-04
40.6         	4.068150e-02	1.560060e-06	1.558180e-04	5.826710e-04	2.718400e-04
40.7         	4.067080e-02	1.560390e-06	1.553830e-04	5.782960e-04	2.682850e-04
40.8         	4.067750e-02	1.561430e-06	1.556930e-04	5.847640e-04	2.707520e-04
40.9         	4.067450e-02	1.559460e-06	1.551870e-04	5.775040e-04	2.701320e-04
41           	4.067280e-02	1.558150e-06	1.559110e-04	5.829780e-04	2.717940e-04
41.1         	4.066500e-02	1.556020e-06	1.553220e-04	5.757370e-04	2.690400e-04
41.2         	4.067450e-02	1.555420e-06	1.557480e-04	5.822460e-04	2.700790e-04
41.3         	4.066980e-02	1.558690e-06	1.554320e-04	5.791880e-04	2.708520e-04
41.4         	4.067640e-02	1.556760e-06	1.558530e-04	5.823860e-04	2.708170e-04
41.5         	4.067610e-02	1.564160e-06	1.554260e-04	5.817860e-04	2.725360e-04
41.6         	4.067890e-02	1.555370e-06	1.555540e-04	5.801110e-04	2.731550e-04
41.7         	4.066260e-02	1.555360e-06	1.553060e-04	5.760040e-04	2.699200e-04
41.8         	4.067950e-02	1.553120e-06	1.557050e-04	5.811180e-04	2.716540e-04
41.9         	4.066770e-02	1.555120e-06	1.551800e-04	5.736710e-04	2.700290e-04
42           	4.067570e-02	1.560340e-06	1.557550e-04	5.826150e-04	2.735590e-04
42.1         	4.067060e-02	1.561130e-06	1.551600e-04	5.775570e-04	2.707310e-04
42.2         	4.067640e-02	1.550790e-06	1.556360e-04	5.774220e-04	2.718020e-04
42.3         	4.067120e-02	1.559550e-06	1.553150e-04	5.772530e-04	2.696460e-04
42.4         	4.068230e-02	1.549770e-06	1.554580e-04	5.765510e-04	2.712840e-04
42.5         	4.066270e-02	1.555070e-06	1.552390e-04	5.752930e-04	2.705320e-04
42.6         	4.067590e-02	1.551750e-06	1.557870e-04	5.798920e-04	2.702900e-04
42.7         	4.066590e-02	1.555550e-06	1.553710e-04	5.764570e-04	2.708170e-04
42.8         	4.067520e-02	1.555030e-06	1.556030e-04	5.805680e-04	2.719130e-04
42.9         	4.066820e-02	1.557280e-06	1.551810e-04	5.776840e-04	2.714350e-04
43           	4.067370e-02	1.557430e-06	1.559430e-04	5.823050e-04	2.702910e-04
43.1         	4.066200e-02	1.557920e-06	1.551210e-04	5.771710e-04	2.711720e-04
43.2         	4.067250e-02	1.554410e-06	1.555410e-04	5.809440e-04	2.702350e-04
43.3         	4.066750e-02	1.560750e-06	1.554460e-04	5.788070e-04	2.723200e-04
43.4         	4.067140e-02	1.555990e-06	1.556950e-04	5.810980e-04	2.707120e-04
43.5         	4.067260e-02	1.560190e-06	1.554270e-04	5.776220e-04	2.721450e-04
43.6         	4.067260e-02	1.551300e-06	1.555700e-04	5.795060e-04	2.697930e-04
43.7         	4.066510e-02	1.558390e-06	1.553290e-04	5.763110e-04	2.723830e-04
43.8         	4.066960e-02	1.550300e-06	1.554950e-04	5.780870e-04	2.724230e-04
43.9         	4.067460e-02	1.556470e-06	1.553580e-04	5.763290e-04	2.705870e-04
44           	4.066960e-02	1.558710e-06	1.557520e-04	5.816350e-04	2.710330e-04
44.1         	4.066490e-02	1.554980e-06	1.552420e-04	5.757950e-04	2.701920e-04
44.2         	4.067840e-02	1.556530e-06	1.558650e-04	5.811200e-04	2.709050e-04
44.3         	4.067480e-02	1.560400e-06	1.555040e-04	5.799320e-04	2.721990e-04
44.4         	4.067550e-02	1.553320e-06	1.555790e-04	5.793940e-04	2.706270e-04
44.5         	4.067330e-02	1.555740e-06	1.553050e-04	5.782440e-04	2.708920e-04
44.6         	4.067820e-02	1.554990e-06	1.558150e-04	5.798140e-04	2.722820e-04
44.7         	4.067180e-02	1.552140e-06	1.550610e-04	5.729990e-04	2.698410e-04
44.8         	4.067080e-02	1.553990e-06	1.555820e-04	5.793940e-04	2.718720e-04
44.9         	4.067730e-02	1.552070e-06	1.551710e-04	5.736030e-04	2.705450e-04
45           	4.067500e-02	1.548460e-06	1.557570e-04	5.786090e-04	2.717210e-04
45.1         	4.067360e-02	1.558530e-06	1.554780e-04	5.786140e-04	2.698680e-04
45.2         	4.067390e-02	1.555570e-06	1.557670e-04	5.813660e-04	2.717270e-04
45.3         	4.066830e-02	1.552840e-06	1.552920e-04	5.745320e-04	2.686530e-04
45.4         	4.067720e-02	1.554340e-06	1.558070e-04	5.807030e-04	2.702180e-04
45.5         	4.066730e-02	1.558160e-06	1.553740e-04	5.783970e-04	2.709940e-04
45.6         	4.067820e-02	1.555450e-06	1.558000e-04	5.817560e-04	2.710350e-04
45.7         	4.067480e-02	1.555820e-06	1.552660e-04	5.746150e-04	2.731370e-04
45.8         	4.067230e-02	1.556750e-06	1.558200e-04	5.815890e-04	2.715090e-04
45.9         	4.066640e-02	1.556340e-06	1.553780e-04	5.777860e-04	2.711960e-04
46           	4.067730e-02	1.552440e-06	1.556360e-04	5.799480e-04	2.705590e-04
46.1         	4.066970e-02	1.558800e-06	1.555110e-04	5.785930e-04	2.718330e-04
46.2         	4.067520e-02	1.555980e-06	1.556080e-04	5.811720e-04	2.722130e-04
46.3         	4.067340e-02	1.553990e-06	1.551430e-04	5.740660e-04	2.705600e-04
46.4         	4.067220e-02	1.553590e-06	1.556150e-04	5.810090e-04	2.713800e-04
46.5         	4.066250e-02	1.552320e-06	1.551600e-04	5.762730e-04	2.689490e-04
46.6         	4.067800e-02	1.554510e-06	1.556620e-04	5.810110e-04	2.708080e-04
46.7         	4.066790e-02	1.557700e-06	1.554360e-04	5.781960e-04	2.687890e-04
46.8         	4.067460e-02	1.555540e-06	1.559060e-04	5.833180e-04	2.706570e-04
46.9         	4.066840e-02	1.553970e-06	1.552260e-04	5.755170e-04	2.707530e-04
47           	4.068320e-02	1.553560e-06	1.555960e-04	5.797000e-04	2.705940e-04
47.1         	4.066980e-02	1.556280e-06	1.552320e-04	5.777090e-04	2.706950e-04
47.2         	4.067310e-02	1.555170e-06	1.555700e-04	5.809140e-04	2.724560e-04
47.3         	4.066760e-02	1.554660e-06	1.551430e-04	5.763220e-04	2.689600e-04
47.4         	4.067600e-02	1.551210e-06	1.555430e-04	5.802260e-04	2.715370e-04
47.5         	4.067120e-02	1.557870e-06	1.553500e-04	5.759860e-04	2.703740e-04
47.6         	4.067320e-02	1.553010e-06	1.556260e-04	5.810930e-04	2.706350e-04
47.7         	4.066620e-02	1.551430e-06	1.551840e-04	5.741240e-04	2.679360e-04
47.8         	4.067860e-02	1.558350e-06	1.561190e-04	5.844550e-04	2.720290e-04
47.9         	4.066980e-02	1.558700e-06	1.555550e-04	5.803730e-04	2.720750e-04
48           	4.067130e-02	1.554250e-06	1.557570e-04	5.820190e-04	2.703300e-04
48.1         	4.067080e-02	1.559310e-06	1.551990e-04	5.784130e-04	2.693480e-04
48.2         	4.067420e-02	1.553800e-06	1.557660e-04	5.806790e-04	2.705080e-04
48.3         	4.066480e-02	1.556580e-06	1.553680e-04	5.781580e-04	2.696850e-04
48.4         	4.067520e-02	1.550970e-06	1.556290e-04	5.797580e-04	2.721130e-04
48.5         	4.066570e-02	1.553960e-06	1.551600e-04	5.757520e-04	2.714960e-04
48.6         	4.067950e-02	1.554100e-06	1.558960e-04	5.842170e-04	2.712690e-04
48.7         	4.067140e-02	1.558260e-06	1.552790e-04	5.777550e-04	2.710730e-04
48.8         	4.067640e-02	1.552350e-06	1.556920e-04	5.798790e-04	2.707240e-04
48.9         	4.067030e-02	1.554420e-06	1.552260e-04	5.756770e-04	2.703460e-04
49           	4.067320e-02	1.552650e-06	1.557020e-04	5.819190e-04	2.728210e-04
49.1         	4.066360e-02	1.555980e-06	1.550650e-04	5.768650e-04	2.703780e-04
49.2         	4.068310e-02	1.553170e-06	1.557360e-04	5.798650e-04	2.721900e-04
49.3         	4.066650e-02	1.559320e-06	1.555390e-04	5.799720e-04	2.707920e-04
49.4         	4.067040e-02	1.552590e-06	1.557370e-04	5.819310e-04	2.724770e-04
49.5         	4.066850e-02	1.555190e-06	1.552810e-04	5.758190e-04	2.691430e-04
49.6         	4.067650e-02	1.547370e-06	1.555300e-04	5.780920e-04	2.716790e-04
49.7         	4.067360e-02	1.561730e-06	1.556250e-04	5.797650e-04	2.712960e-04
49.8         	4.066960e-02	1.557810e-06	1.557900e-04	5.841390e-04	2.753230e-04
49.9         	4.067350e-02	1.557120e-06	1.554060e-04	5.786910e-04	2.699200e-04
50           	4.067310e-02	1.555650e-06	1.560100e-04	5.840390e-04	2.719130e-04
50.1         	4.067140e-02	1.554660e-06	1.552070e-04	5.760120e-04	2.701580e-04
50.2         	4.068030e-02	1.549890e-06	1.556030e-04	5.791230e-04	2.701670e-04
50.3         	4.067010e-02	1.557750e-06	1.553600e-04	5.775860e-04	2.706020e-04
50.4         	4.067400e-02	1.559560e-06	1.559810e-04	5.843020e-04	2.756920e-04
50.5         	4.067100e-02	1.551040e-06	1.549980e-04	5.728170e-04	2.712270e-04
50.6         	4.067930e-02	1.548310e-06	1.556280e-04	5.772830e-04	2.711870e-04
50.7         	4.066660e-02	1.558730e-06	1.553660e-04	5.783720e-04	2.698800e-04
50.8         	4.067540e-02	1.549030e-06	1.556150e-04	5.792500e-04	2.719710e-04
50.9         	4.067210e-02	1.554600e-06	1.553590e-04	5.783800e-04	2.713400e-04
51           	4.066970e-02	1.554070e-06	1.555390e-04	5.822070e-04	2.710880e-04
51.1         	4.066300e-02	1.551590e-06	1.551130e-04	5.752120e-04	2.696910e-04
51.2         	4.067060e-02	1.558390e-06	1.556440e-04	5.840730e-04	2.714580e-04
51.3         	4.066150e-02	1.555770e-06	1.550800e-04	5.784240e-04	2.694020e-04
51.4         	4.067990e-02	1.550920e-06	1.556140e-04	5.802700e-04	2.700050e-04
51.5         	4.065840e-02	1.553480e-06	1.553440e-04	5.757440e-04	2.713010e-04
51.6         	4.067540e-02	1.546740e-06	1.556270e-04	5.776260e-04	2.713580e-04
51.7         	4.067670e-02	1.555570e-06	1.553270e-04	5.754720e-04	2.699220e-04
51.8         	4.067460e-02	1.551670e-06	1.555640e-04	5.809200e-04	2.707220e-04
51.9         	4.066640e-02	1.552340e-06	1.553280e-04	5.768990e-04	2.692050e-04
52           	4.068060e-02	1.556560e-06	1.557420e-04	5.814400e-04	2.718260e-04
52.1         	4.066010e-02	1.560530e-06	1.552640e-04	5.812880e-04	2.720660e-04
52.2         	4.067400e-02	1.553230e-06	1.556700e-04	5.807430e-04	2.719120e-04
52.3         	4.067060e-02	1.556250e-06	1.552970e-04	5.780080e-04	2.715810e-04
52.4         	4.068110e-02	1.550680e-06	1.556810e-04	5.801090e-04	2.715800e-04
52.5         	4.066840e-02	1.555140e-06	1.554180e-04	5.773030e-04	2.685990e-04
52.6         	4.067710e-02	1.551870e-06	1.556940e-04	5.815080e-04	2.720720e-04
52.7         	4.066730e-02	1.560620e-06	1.554250e-04	5.813090e-04	2.714580e-04
52.8         	4.067300e-02	1.551850e-06	1.556840e-04	5.814280e-04	2.720970e-04
52.9         	4.066730e-02	1.555550e-06	1.554040e-04	5.742880e-04	2.724500e-04
53           	4.067340e-02	1.552050e-06	1.554760e-04	5.790500e-04	2.717570e-04
53.1         	4.066740e-02	1.549770e-06	1.550450e-04	5.754040e-04	2.702850e-04
53.2         	4.067390e-02	1.554390e-06	1.557970e-04	5.817310e-04	2.711250e-04
53.3         	4.066900e-02	1.558170e-06	1.554380e-04	5.792800e-04	2.708420e-04
53.4         	4.067000e-02	1.557250e-06	1.558300e-04	5.833650e-04	2.724300e-04
53.5         	4.066870e-02	1.550220e-06	1.552450e-04	5.749270e-04	2.700070e-04
53.6         	4.067470e-02	1.553160e-06	1.559430e-04	5.818840e-04	2.734720e-04
53.7         	4.066180e-02	1.559460e-06	1.555440e-04	5.793280e-04	2.693490e-04
53.8         	4.067860e-02	1.558620e-06	1.559220e-04	5.839850e-04	2.719150e-04
53.9         	4.067360e-02	1.553200e-06	1.552490e-04	5.765490e-04	2.698970e-04
54           	4.067440e-02	1.552160e-06	1.556380e-04	5.817470e-04	2.708950e-04
54.1         	4.067110e-02	1.558540e-06	1.553800e-04	5.794220e-04	2.731560e-04
54.2         	4.067490e-02	1.551480e-06	1.556640e-04	5.784560e-04	2.712100e-04
54.3         	4.067080e-02	1.550000e-06	1.552570e-04	5.757150e-04	2.701820e-04
54.4         	4.067840e-02	1.554560e-06	1.559330e-04	5.842060e-04	2.725740e-04
54.5         	4.066450e-02	1.551990e-06	1.552240e-04	5.745530e-04	2.676010e-04
54.6         	4.067620e-02	1.551160e-06	1.557790e-04	5.807960e-04	2.709050e-04
54.7         	4.067920e-02	1.555280e-06	1.552700e-04	5.764120e-04	2.686660e-04
54.8         	4.067670e-02	1.554880e-06	1.557170e-04	5.830100e-04	2.705950e-04
54.9         	4.066990e-02	1.556230e-06	1.552530e-04	5.774800e-04	2.708540e-04
55           	4.067480e-02	1.549980e-06	1.557060e-04	5.807140e-04	2.708430e-04
55.1         	4.066410e-02	1.555540e-06	1.552460e-04	5.761100e-04	2.691800e-04
55.2         	4.067440e-02	1.552110e-06	1.555260e-04	5.811710e-04	2.699900e-04
55.3         	4.067090e-02	1.553330e-06	1.551430e-04	5.764600e-04	2.708010e-04
55.4         	4.067750e-02	1.556560e-06	1.559150e-04	5.826200e-04	2.720520e-04
55.5         	4.066230e-02	1.558790e-06	1.553530e-04	5.799710e-04	2.708840e-04
55.6         	4.067910e-02	1.552570e-06	1.557880e-04	5.805320e-04	2.710000e-04
55.7         	4.066780e-02	1.555560e-06	1.554540e-04	5.771930e-04	2.701960e-04
55.8         	4.068270e-02	1.554290e-06	1.556740e-04	5.791640e-04	2.722010e-04
55.9         	4.067420e-02	1.555380e-06	1.552830e-04	5.762920e-04	2.711140e-04
56           	4.068530e-02	1.549060e-06	1.555680e-04	5.762920e-04	2.718660e-04
56.1         	4.067230e-02	1.553270e-06	1.552860e-04	5.751120e-04	2.701720e-04
56.2         	4.067980e-02	1.555980e-06	1.558070e-04	5.826580e-04	2.724830e-04
56.3         	4.066990e-02	1.557340e-06	1.552940e-04	5.773890e-04	2.717700e-04
56.4         	4.067680e-02	1.550760e-06	1.557190e-04	5.805590e-04	2.714480e-04
56.5         	4.066720e-02	1.553320e-06	1.550690e-04	5.753270e-04	2.699410e-04
56.6         	4.068040e-02	1.556090e-06	1.560940e-04	5.843420e-04	2.709940e-04
56.7         	4.066690e-02	1.556830e-06	1.554260e-04	5.791740e-04	2.706240e-04
56.8         	4.067440e-02	1.552600e-06	1.556700e-04	5.814000e-04	2.702680e-04
56.9         	4.066180e-02	1.552560e-06	1.550360e-04	5.748430e-04	2.690700e-04
57           	4.067630e-02	1.556850e-06	1.559080e-04	5.848790e-04	2.725190e-04
57.1         	4.067240e-02	1.553160e-06	1.550670e-04	5.740470e-04	2.698060e-04
57.2         	4.067560e-02	1.557650e-06	1.559700e-04	5.841760e-04	2.737750e-04
57.3         	4.066430e-02	1.554880e-06	1.551110e-04	5.766420e-04	2.714240e-04
57.4         	4.067670e-02	1.554900e-06	1.559810e-04	5.836670e-04	2.741230e-04
57.5         	4.066560e-02	1.550750e-06	1.551240e-04	5.752660e-04	2.706650e-04
57.6         	4.067050e-02	1.551180e-06	1.555370e-04	5.811820e-04	2.707350e-04
57.7         	4.067130e-02	1.550990e-06	1.551430e-04	5.750050e-04	2.711780e-04
57.8         	4.068240e-02	1.555590e-06	1.558340e-04	5.813190e-04	2.721940e-04
57.9         	4.066380e-02	1.559360e-06	1.553030e-04	5.791350e-04	2.694680e-04
58           	4.068300e-02	1.551320e-06	1.557670e-04	5.808960e-04	2.701380e-04
58.1         	4.067110e-02	1.556830e-06	1.553470e-04	5.788930e-04	2.700480e-04
58.2         	4.067900e-02	1.554970e-06	1.557670e-04	5.833900e-04	2.714700e-04
58.3         	4.066850e-02	1.550910e-06	1.549340e-04	5.732180e-04	2.695270e-04
58.4         	4.067520e-02	1.557590e-06	1.558660e-04	5.845100e-04	2.710840e-04
58.5         	4.066320e-02	1.552560e-06	1.552520e-04	5.772730e-04	2.720330e-04
58.6         	4.068060e-02	1.549730e-06	1.556170e-04	5.789060e-04	2.716730e-04
58.7         	4.067190e-02	1.559830e-06	1.554600e-04	5.821550e-04	2.722930e-04
58.8         	4.067720e-02	1.552760e-06	1.558450e-04	5.836630e-04	2.715640e-04
58.9         	4.067060e-02	1.552080e-06	1.551780e-04	5.754800e-04	2.699170e-04
59           	4.067460e-02	1.553000e-06	1.556080e-04	5.801430e-04	2.704230e-04
59.1         	4.066660e-02	1.552710e-06	1.550080e-04	5.751380e-04	2.698180e-04
59.2         	4.067830e-02	1.556770e-06	1.558150e-04	5.824850e-04	2.710920e-04
59.3         	4.066660e-02	1.556970e-06	1.552310e-04	5.785010e-04	2.706740e-04
59.4         	4.067070e-02	1.548680e-06	1.556170e-04	5.801850e-04	2.702190e-04
59.5         	4.066940e-02	1.552760e-06	1.552110e-04	5.761140e-04	2.696380e-04
59.6         	4.067800e-02	1.554240e-06	1.557440e-04	5.823330e-04	2.707950e-04
59.7         	4.066400e-02	1.554620e-06	1.552450e-04	5.758140e-04	2.711330e-04
59.8         	4.067890e-02	1.553680e-06	1.557480e-04	5.808700e-04	2.724220e-04
59.9         	4.066330e-02	1.558730e-06	1.555130e-04	5.795680e-04	2.717340e-04
60           	4.067310e-02	1.551550e-06	1.555470e-04	5.802770e-04	2.719980e-04
60.1         	4.067610e-02	1.554500e-06	1.552920e-04	5.750120e-04	2.702130e-04
60.2         	4.066930e-02	1.553610e-06	1.557600e-04	5.808780e-04	2.733430e-04
60.3         	4.066890e-02	1.549700e-06	1.552730e-04	5.743590e-04	2.701030e-04
60.4         	4.067640e-02	1.555410e-06	1.556290e-04	5.812590e-04	2.709340e-04
60.5         	4.066480e-02	1.552780e-06	1.553080e-04	5.766970e-04	2.698190e-04
60.6         	4.067460e-02	1.555680e-06	1.556030e-04	5.825370e-04	2.718170e-04
60.7         	4.066860e-02	1.550330e-06	1.551080e-04	5.740240e-04	2.702750e-04
60.8         	4.067190e-02	1.555150e-06	1.557250e-04	5.825160e-04	2.702350e-04
60.9         	4.066250e-02	1.553920e-06	1.553230e-04	5.773870e-04	2.684930e-04
61           	4.067940e-02	1.551770e-06	1.558270e-04	5.809130e-04	2.707890e-04
61.1         	4.066200e-02	1.555570e-06	1.553690e-04	5.780630e-04	2.717920e-04
61.2         	4.067710e-02	1.549530e-06	1.556690e-04	5.796600e-04	2.701800e-04
61.3         	4.066650e-02	1.555430e-06	1.551740e-04	5.742860e-04	2.706270e-04
61.4         	4.066980e-02	1.554690e-06	1.557800e-04	5.835420e-04	2.732610e-04
61.5         	4.066570e-02	1.556750e-06	1.551630e-04	5.771100e-04	2.695580e-04
61.6         	4.068450e-02	1.553780e-06	1.558580e-04	5.816810e-04	2.729420e-04
61.7         	4.066840e-02	1.557030e-06	1.554100e-04	5.796590e-04	2.702840e-04
61.8         	4.067420e-02	1.548610e-06	1.555640e-04	5.803360e-04	2.703110e-04
61.9         	4.067420e-02	1.551980e-06	1.550370e-04	5.740510e-04	2.689930e-04
