1.00000E-02,3.21087E+01
2.60000E-01,2.37842E+00
5.10000E-01,1.23495E+00
7.60000E-01,8.33993E-01
1.01000E+00,6.29583E-01
1.26000E+00,5.05649E-01
1.51000E+00,4.22483E-01
1.76000E+00,3.62810E-01
2.01000E+00,3.17908E-01
2.26000E+00,2.82896E-01
2.51000E+00,2.54831E-01
2.76000E+00,2.31832E-01
3.01000E+00,2.12641E-01
3.26000E+00,1.96384E-01
3.51000E+00,1.82436E-01
3.76000E+00,1.70338E-01
4.01000E+00,1.59745E-01
4.26000E+00,1.50392E-01
4.51000E+00,1.42074E-01
4.76000E+00,1.34628E-01
5.01000E+00,1.27923E-01
5.26000E+00,1.21855E-01
5.51000E+00,1.16336E-01
5.76000E+00,1.11295E-01
6.01000E+00,1.06673E-01
6.26000E+00,1.02420E-01
6.51000E+00,9.84930E-02
6.76000E+00,9.48559E-02
7.01000E+00,9.14778E-02
7.26000E+00,8.83321E-02
7.51000E+00,8.53955E-02
7.76000E+00,8.26479E-02
8.01000E+00,8.00716E-02
8.26000E+00,7.76511E-02
8.51000E+00,7.53726E-02
8.76000E+00,7.32240E-02
9.01000E+00,7.11945E-02
9.26000E+00,6.92745E-02
9.51000E+00,6.74553E-02
9.76000E+00,6.57292E-02
1.00000E+01,6.41533E-02
1.10000E+01,5.83265E-02
1.20000E+01,5.34700E-02
1.30000E+01,4.93601E-02
1.40000E+01,4.58369E-02
1.50000E+01,4.27831E-02
1.60000E+01,4.01108E-02
1.70000E+01,3.77528E-02
1.80000E+01,3.56565E-02
1.90000E+01,3.37809E-02
2.00000E+01,3.20927E-02
2.10000E+01,3.05652E-02
2.20000E+01,2.91765E-02
2.30000E+01,2.79085E-02
2.40000E+01,2.67461E-02
2.50000E+01,2.56767E-02
2.60000E+01,2.46895E-02
2.70000E+01,2.37754E-02
2.80000E+01,2.29266E-02
2.90000E+01,2.21363E-02
3.00000E+01,2.13987E-02
3.10000E+01,2.07086E-02
3.20000E+01,2.00617E-02
3.30000E+01,1.94539E-02
3.40000E+01,1.88819E-02
3.50000E+01,1.83426E-02
3.60000E+01,1.78332E-02
3.70000E+01,1.73514E-02
3.80000E+01,1.68949E-02
3.90000E+01,1.64618E-02
4.00000E+01,1.60503E-02
4.10000E+01,1.56590E-02
4.20000E+01,1.52862E-02
4.30000E+01,1.49308E-02
4.40000E+01,1.45916E-02
4.50000E+01,1.42674E-02
4.60000E+01,1.39573E-02
4.70000E+01,1.36604E-02
4.80000E+01,1.33758E-02
4.90000E+01,1.31029E-02
5.00000E+01,1.28409E-02
5.10000E+01,1.25892E-02
5.20000E+01,1.23471E-02
5.30000E+01,1.21142E-02
5.40000E+01,1.18899E-02
5.50000E+01,1.16738E-02
5.60000E+01,1.14654E-02
5.70000E+01,1.12642E-02
5.80000E+01,1.10701E-02
5.90000E+01,1.08825E-02
6.00000E+01,1.07011E-02
6.10000E+01,1.05257E-02
6.20000E+01,1.03560E-02
6.30000E+01,1.01916E-02
6.40000E+01,1.00324E-02
6.50000E+01,9.87809E-03
6.60000E+01,9.72844E-03
6.70000E+01,9.58326E-03
6.80000E+01,9.44235E-03
6.90000E+01,9.30553E-03
7.00000E+01,9.17261E-03
7.10000E+01,9.04344E-03
7.20000E+01,8.91785E-03
7.30000E+01,8.79570E-03
7.40000E+01,8.67686E-03
7.50000E+01,8.56118E-03
7.60000E+01,8.44855E-03
7.70000E+01,8.33884E-03
7.80000E+01,8.23195E-03
7.90000E+01,8.12776E-03
8.00000E+01,8.02618E-03
8.10000E+01,7.92710E-03
8.20000E+01,7.83044E-03
8.30000E+01,7.73611E-03
8.40000E+01,7.64402E-03
8.50000E+01,7.55410E-03
8.60000E+01,7.46628E-03
8.70000E+01,7.38047E-03
8.80000E+01,7.29661E-03
8.90000E+01,7.21463E-03
9.00000E+01,7.13448E-03
9.10000E+01,7.05609E-03
9.20000E+01,6.97940E-03
9.30000E+01,6.90436E-03
9.40000E+01,6.83092E-03
9.50000E+01,6.75902E-03
9.60000E+01,6.68862E-03
9.70000E+01,6.61967E-03
9.80000E+01,6.55213E-03
9.90000E+01,6.48595E-03
1.00000E+02,6.42110E-03
1.01000E+02,6.35753E-03
1.02000E+02,6.29521E-03
1.03000E+02,6.23410E-03
1.04000E+02,6.17416E-03
1.05000E+02,6.11536E-03
1.06000E+02,6.05768E-03
1.07000E+02,6.00107E-03
1.08000E+02,5.94551E-03
1.09000E+02,5.89097E-03
1.10000E+02,5.83742E-03
1.11000E+02,5.78483E-03
1.12000E+02,5.73319E-03
1.13000E+02,5.68246E-03
1.14000E+02,5.63261E-03
1.15000E+02,5.58364E-03
1.16000E+02,5.53551E-03
1.17000E+02,5.48820E-03
1.18000E+02,5.44169E-03
1.19000E+02,5.39597E-03
1.20000E+02,5.35101E-03
1.21000E+02,5.30679E-03
1.22000E+02,5.26329E-03
1.23000E+02,5.22051E-03
1.24000E+02,5.17841E-03
1.25000E+02,5.13698E-03
1.26000E+02,5.09622E-03
1.27000E+02,5.05609E-03
1.28000E+02,5.01660E-03
1.29000E+02,4.97771E-03
1.30000E+02,4.93942E-03
1.31000E+02,4.90172E-03
1.32000E+02,4.86459E-03
1.33000E+02,4.82802E-03
1.34000E+02,4.79199E-03
1.35000E+02,4.75650E-03
1.36000E+02,4.72152E-03
1.37000E+02,4.68706E-03
1.38000E+02,4.65310E-03
1.39000E+02,4.61963E-03
1.40000E+02,4.58663E-03
1.41000E+02,4.55411E-03
1.42000E+02,4.52204E-03
1.43000E+02,4.49042E-03
1.44000E+02,4.45923E-03
1.45000E+02,4.42848E-03
1.46000E+02,4.39815E-03
1.47000E+02,4.36824E-03
1.48000E+02,4.33872E-03
1.49000E+02,4.30961E-03
1.50000E+02,4.28088E-03
1.51000E+02,4.25253E-03
1.52000E+02,4.22455E-03
1.53000E+02,4.19694E-03
1.54000E+02,4.16969E-03
1.55000E+02,4.14279E-03
1.56000E+02,4.11624E-03
1.57000E+02,4.09002E-03
1.58000E+02,4.06414E-03
1.59000E+02,4.03858E-03
1.60000E+02,4.01334E-03
1.61000E+02,3.98841E-03
1.62000E+02,3.96379E-03
1.63000E+02,3.93948E-03
1.64000E+02,3.91546E-03
1.65000E+02,3.89173E-03
1.66000E+02,3.86829E-03
1.67000E+02,3.84513E-03
1.68000E+02,3.82224E-03
1.69000E+02,3.79962E-03
1.70000E+02,3.77727E-03
1.71000E+02,3.75519E-03
1.72000E+02,3.73336E-03
1.73000E+02,3.71178E-03
1.74000E+02,3.69045E-03
1.75000E+02,3.66936E-03
1.76000E+02,3.64851E-03
1.77000E+02,3.62790E-03
1.78000E+02,3.60752E-03
1.79000E+02,3.58737E-03
1.80000E+02,3.56744E-03
1.81000E+02,3.54773E-03
1.82000E+02,3.52824E-03
1.83000E+02,3.50896E-03
1.84000E+02,3.48989E-03
1.85000E+02,3.47103E-03
1.86000E+02,3.45236E-03
1.87000E+02,3.43390E-03
1.88000E+02,3.41564E-03
1.89000E+02,3.39757E-03
1.90000E+02,3.37969E-03
1.91000E+02,3.36199E-03
1.92000E+02,3.34448E-03
1.93000E+02,3.32716E-03
1.94000E+02,3.31001E-03
1.95000E+02,3.29303E-03
1.96000E+02,3.27623E-03
1.97000E+02,3.25960E-03
1.98000E+02,3.24314E-03
1.99000E+02,3.22684E-03
2.00000E+02,3.21071E-03
2.01000E+02,3.19474E-03
2.02000E+02,3.17892E-03
2.03000E+02,3.16326E-03
2.04000E+02,3.14776E-03
2.05000E+02,3.13241E-03
2.06000E+02,3.11720E-03
2.07000E+02,3.10214E-03
2.08000E+02,3.08723E-03
2.09000E+02,3.07246E-03
2.10000E+02,3.05783E-03
2.11000E+02,3.04334E-03
2.12000E+02,3.02898E-03
2.13000E+02,3.01476E-03
2.14000E+02,3.00067E-03
2.15000E+02,2.98672E-03
2.16000E+02,2.97289E-03
2.17000E+02,2.95919E-03
2.18000E+02,2.94562E-03
2.19000E+02,2.93217E-03
2.20000E+02,2.91884E-03
2.21000E+02,2.90564E-03
2.22000E+02,2.89255E-03
2.23000E+02,2.87958E-03
2.24000E+02,2.86672E-03
2.25000E+02,2.85398E-03
2.26000E+02,2.84135E-03
2.27000E+02,2.82884E-03
2.28000E+02,2.81643E-03
2.29000E+02,2.80413E-03
2.30000E+02,2.79194E-03
2.31000E+02,2.77986E-03
2.32000E+02,2.76787E-03
2.33000E+02,2.75600E-03
2.34000E+02,2.74422E-03
2.35000E+02,2.73254E-03
2.36000E+02,2.72096E-03
2.37000E+02,2.70948E-03
2.38000E+02,2.69810E-03
2.39000E+02,2.68681E-03
2.40000E+02,2.67562E-03
2.41000E+02,2.66451E-03
2.42000E+02,2.65350E-03
2.43000E+02,2.64258E-03
2.44000E+02,2.63175E-03
2.45000E+02,2.62101E-03
2.46000E+02,2.61036E-03
2.47000E+02,2.59979E-03
2.48000E+02,2.58931E-03
2.49000E+02,2.57891E-03
2.50000E+02,2.56859E-03
2.51000E+02,2.55836E-03
2.52000E+02,2.54821E-03
2.53000E+02,2.53814E-03
2.54000E+02,2.52815E-03
2.55000E+02,2.51823E-03
2.56000E+02,2.50840E-03
2.57000E+02,2.49864E-03
2.58000E+02,2.48895E-03
2.59000E+02,2.47934E-03
2.60000E+02,2.46981E-03
2.61000E+02,2.46034E-03
2.62000E+02,2.45095E-03
2.63000E+02,2.44163E-03
2.64000E+02,2.43239E-03
2.65000E+02,2.42321E-03
2.66000E+02,2.41410E-03
2.67000E+02,2.40506E-03
2.68000E+02,2.39608E-03
2.69000E+02,2.38718E-03
2.70000E+02,2.37834E-03
2.71000E+02,2.36956E-03
2.72000E+02,2.36085E-03
2.73000E+02,2.35220E-03
2.74000E+02,2.34362E-03
2.75000E+02,2.33509E-03
2.76000E+02,2.32663E-03
2.77000E+02,2.31824E-03
2.78000E+02,2.30990E-03
2.79000E+02,2.30162E-03
2.80000E+02,2.29340E-03
2.81000E+02,2.28524E-03
2.82000E+02,2.27713E-03
2.83000E+02,2.26909E-03
2.84000E+02,2.26110E-03
2.85000E+02,2.25316E-03
2.86000E+02,2.24529E-03
2.87000E+02,2.23746E-03
2.88000E+02,2.22969E-03
2.89000E+02,2.22198E-03
2.90000E+02,2.21432E-03
2.91000E+02,2.20671E-03
